model,n,ddof,sigma15_GPa_mean,sigma15_GPa_sample_SD,sigma15_GPa_min,sigma15_GPa_max,sigma15_GPa_CV,peak_stress_GPa_mean,peak_stress_GPa_sample_SD,peak_stress_GPa_min,peak_stress_GPa_max,peak_stress_GPa_CV,peak_strain_percent_mean,peak_strain_percent_sample_SD,peak_strain_percent_min,peak_strain_percent_max,peak_strain_percent_CV,F50_raw_first_row_percent_mean,F50_raw_first_row_percent_sample_SD,F50_raw_first_row_percent_min,F50_raw_first_row_percent_max,F50_raw_first_row_percent_CV
M3_SYM,3,1,7.6214620143717795,0.04532500901556797,7.58485585140824,7.672158738240234,0.005947022884861024,8.61412671845372,0.10721968073033707,8.50674885520983,8.72118751344765,0.012446958842693173,18.520000000000035,0.5150728103871346,18.0,19.0300000000002,0.027811706824359267,18.9066666666667,0.5001333155603933,18.4,19.4000000000002,0.02645274941257365
M4_RATIO,3,1,7.855654316774967,0.03900277775655973,7.8232363935720315,7.898937719536577,0.0049649305053142655,8.749376531265805,0.11790643070843841,8.68045705487977,8.88551962961873,0.013475980864133694,17.956666666666568,0.33650160970372306,17.7100000000002,18.3399999999997,0.01873964783945006,18.3299999999999,0.2986636904611581,18.1100000000002,18.6699999999997,0.0162937092450169
M4_SYM,3,1,7.967336942981861,0.009288523968406378,7.956687790936424,7.973767569657369,0.0011658254238372963,8.775314010780603,0.1010482719349113,8.67327088538376,8.87533714162194,0.011515060522138808,17.5099999999998,0.37161808352124204,17.1199999999998,17.8599999999998,0.021223191520345304,17.903333333333133,0.3523256069793031,17.5299999999998,18.2299999999998,0.01967933012358818
