model,frame_label,frame_index,engineering_strain_pct,selected_al_matrix_atom_count,overlap_candidate_count,largest_full3d_cluster_count,full3d_component_count,largest_candidate_cluster_fraction_pct,largest_cluster_fraction_of_candidates_pct,cluster_cutoff_A,sensitivity_json,metric_definition,threshold_scheme,d2min_threshold_value,deltaPE_threshold_value,source_note
M4_SYM,dense,20,2,124128,0,0,0,0,0,4.0,"{""3.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""5.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,30,3,124128,0,0,0,0,0,4.0,"{""3.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""5.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,40,4,124128,0,0,0,0,0,4.0,"{""3.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""5.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,50,5,124128,0,0,0,0,0,4.0,"{""3.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""5.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,60,6,124128,0,0,0,0,0,4.0,"{""3.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""5.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,70,7,124128,0,0,0,0,0,4.0,"{""3.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""5.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,80,8,124128,0,0,0,0,0,4.0,"{""3.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""5.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,90,9,124128,0,0,0,0,0,4.0,"{""3.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""5.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,100,10,124128,0,0,0,0,0,4.0,"{""3.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""5.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,110,11,124128,0,0,0,0,0,4.0,"{""3.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""5.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,120,12,124128,0,0,0,0,0,4.0,"{""3.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""5.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,130,13,124128,0,0,0,0,0,4.0,"{""3.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""4.5A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}, ""5.0A"": {""component_count"": 0, ""largest_cluster_count"": 0, ""top5"": []}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,140,14,124128,1,1,1,0.00080562001,100,4.0,"{""3.5A"": {""component_count"": 1, ""largest_cluster_count"": 1, ""top5"": [1]}, ""4.0A"": {""component_count"": 1, ""largest_cluster_count"": 1, ""top5"": [1]}, ""4.5A"": {""component_count"": 1, ""largest_cluster_count"": 1, ""top5"": [1]}, ""5.0A"": {""component_count"": 1, ""largest_cluster_count"": 1, ""top5"": [1]}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,15,150,15,124128,14,2,13,0.00161124,14.285714,4.0,"{""3.5A"": {""component_count"": 14, ""largest_cluster_count"": 1, ""top5"": [1, 1, 1, 1, 1]}, ""4.0A"": {""component_count"": 13, ""largest_cluster_count"": 2, ""top5"": [2, 1, 1, 1, 1]}, ""4.5A"": {""component_count"": 13, ""largest_cluster_count"": 2, ""top5"": [2, 1, 1, 1, 1]}, ""5.0A"": {""component_count"": 13, ""largest_cluster_count"": 2, ""top5"": [2, 1, 1, 1, 1]}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,160,16,124128,162,3,152,0.00241686,1.8518519,4.0,"{""3.5A"": {""component_count"": 155, ""largest_cluster_count"": 2, ""top5"": [2, 2, 2, 2, 2]}, ""4.0A"": {""component_count"": 152, ""largest_cluster_count"": 3, ""top5"": [3, 2, 2, 2, 2]}, ""4.5A"": {""component_count"": 152, ""largest_cluster_count"": 3, ""top5"": [3, 2, 2, 2, 2]}, ""5.0A"": {""component_count"": 151, ""largest_cluster_count"": 3, ""top5"": [3, 3, 2, 2, 2]}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,170,17,124128,1268,7,1107,0.00563934,0.55205047,4.0,"{""3.5A"": {""component_count"": 1138, ""largest_cluster_count"": 6, ""top5"": [6, 5, 5, 4, 4]}, ""4.0A"": {""component_count"": 1107, ""largest_cluster_count"": 7, ""top5"": [7, 6, 5, 5, 5]}, ""4.5A"": {""component_count"": 1051, ""largest_cluster_count"": 8, ""top5"": [8, 7, 6, 5, 5]}, ""5.0A"": {""component_count"": 964, ""largest_cluster_count"": 15, ""top5"": [15, 8, 8, 7, 6]}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,F50,177,17.7,124128,4193,3782,357,3.0468549,90.197949,4.0,"{""3.5A"": {""component_count"": 418, ""largest_cluster_count"": 3619, ""top5"": [3619, 24, 15, 13, 9]}, ""4.0A"": {""component_count"": 357, ""largest_cluster_count"": 3782, ""top5"": [3782, 8, 7, 6, 5]}, ""4.5A"": {""component_count"": 309, ""largest_cluster_count"": 3864, ""top5"": [3864, 5, 5, 3, 3]}, ""5.0A"": {""component_count"": 265, ""largest_cluster_count"": 3914, ""top5"": [3914, 2, 2, 2, 2]}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,180,18,124128,6451,6114,322,4.9255607,94.776004,4.0,"{""3.5A"": {""component_count"": 353, ""largest_cluster_count"": 6054, ""top5"": [6054, 6, 5, 4, 4]}, ""4.0A"": {""component_count"": 322, ""largest_cluster_count"": 6114, ""top5"": [6114, 4, 4, 2, 2]}, ""4.5A"": {""component_count"": 305, ""largest_cluster_count"": 6133, ""top5"": [6133, 4, 2, 2, 2]}, ""5.0A"": {""component_count"": 253, ""largest_cluster_count"": 6187, ""top5"": [6187, 3, 2, 2, 2]}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,190,19,124128,7397,6524,786,5.2558649,88.197918,4.0,"{""3.5A"": {""component_count"": 837, ""largest_cluster_count"": 6440, ""top5"": [6440, 12, 11, 10, 7]}, ""4.0A"": {""component_count"": 786, ""largest_cluster_count"": 6524, ""top5"": [6524, 4, 4, 4, 3]}, ""4.5A"": {""component_count"": 706, ""largest_cluster_count"": 6606, ""top5"": [6606, 6, 4, 3, 3]}, ""5.0A"": {""component_count"": 610, ""largest_cluster_count"": 6686, ""top5"": [6686, 5, 5, 4, 4]}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
M4_SYM,dense,200,20,124128,7845,6819,914,5.4935228,86.921606,4.0,"{""3.5A"": {""component_count"": 954, ""largest_cluster_count"": 6768, ""top5"": [6768, 17, 3, 3, 3]}, ""4.0A"": {""component_count"": 914, ""largest_cluster_count"": 6819, ""top5"": [6819, 4, 4, 3, 3]}, ""4.5A"": {""component_count"": 827, ""largest_cluster_count"": 6883, ""top5"": [6883, 7, 5, 5, 4]}, ""5.0A"": {""component_count"": 710, ""largest_cluster_count"": 6969, ""top5"": [6969, 8, 6, 5, 4]}}",largest full-3D overlap-derived candidate cluster atoms / selected Al-matrix atom count x 100,"four-model global P95, 10 A region-band source tables",1420.90587525,0.19979,formal full-3D connected components; snapshots are slab/projection views
